Name,ExecutionTimeInSeconds
TestCase2587,7
TestCase1148,3
TestCase1223,1
TestCase3017,9
TestCase1735,4
TestCase3617,10
TestCase2061,10
TestCase1212,16
TestCase941,8
TestCase2746,5
TestCase841,41
TestCase1284,3
TestCase535,5
TestCase856,11
TestCase235,38
TestCase1115,6
TestCase3506,1
TestCase1288,3
TestCase500,6
TestCase454,3
TestCase3065,8
TestCase3114,8
TestCase1632,7
TestCase1520,7
TestCase1698,6
TestCase3085,2
TestCase3452,1
TestCase1212,6
TestCase712,2
TestCase520,9
TestCase1059,21
TestCase925,4
TestCase1476,8
TestCase149,8
TestCase1665,9
TestCase94,50
TestCase3486,9
TestCase1043,10
TestCase304,6
TestCase1298,9
TestCase2502,2
TestCase1982,8
TestCase3620,1
TestCase3018,9
TestCase3133,9
TestCase138,56
TestCase3645,2
TestCase3510,8
TestCase513,10
TestCase3681,5
TestCase484,34
TestCase1472,2
TestCase330,2
TestCase2976,4
TestCase3515,5
TestCase3184,6
TestCase3401,7
TestCase251,3
TestCase1143,6
TestCase404,19
TestCase558,4
TestCase2140,8
TestCase235,7
TestCase140,10
TestCase1189,2
TestCase1023,9
TestCase137,48
TestCase737,4
TestCase62,3
TestCase1118,15
TestCase2610,2
TestCase226,41
TestCase863,35
TestCase2309,9
TestCase656,9
TestCase2487,10
TestCase725,47
TestCase924,31
TestCase638,2
TestCase2526,7
TestCase3132,7
TestCase3590,2
TestCase3219,7
TestCase2870,8
TestCase560,44
TestCase453,7
TestCase2958,6
TestCase966,26
TestCase742,43
TestCase2407,1
TestCase41,35
TestCase3163,9
TestCase3203,3
TestCase256,7
TestCase201,14
TestCase355,5
TestCase917,50
TestCase290,10
TestCase1004,4
TestCase2972,1
TestCase931,17
TestCase592,8
TestCase3241,8
TestCase893,22
TestCase2349,1
TestCase2696,2
TestCase817,6
TestCase224,54
TestCase385,12
TestCase2979,9
TestCase621,52
TestCase3380,6
TestCase3108,2
TestCase3728,9
TestCase3193,5
TestCase907,5
TestCase3336,3
TestCase2499,1
TestCase419,57
TestCase588,3
TestCase243,3
TestCase471,26
TestCase1772,10
TestCase1922,8
TestCase3155,2
TestCase1053,4
TestCase2145,6
TestCase3483,10
TestCase620,3
TestCase176,28
TestCase1064,18
TestCase1741,3
TestCase3052,4
TestCase1101,8
TestCase2518,10
TestCase3446,10
TestCase891,10
TestCase2548,7
TestCase1217,37
TestCase2497,2
TestCase475,32
TestCase952,20
TestCase654,17
TestCase507,35
TestCase911,60
TestCase692,52
TestCase3440,7
TestCase355,35
TestCase2543,4
TestCase3711,3
TestCase3646,9
TestCase2381,2
TestCase2638,1
TestCase22,5
TestCase2444,2
TestCase2648,5
TestCase3335,8
TestCase455,5
TestCase560,10
TestCase2885,9
TestCase706,39
TestCase1811,7
TestCase754,5
TestCase48,8
TestCase349,26
TestCase1489,10
TestCase1153,37
TestCase1116,7
TestCase3147,8
TestCase812,7
TestCase97,2
TestCase989,8
TestCase2878,10
TestCase2031,8
TestCase34,16
TestCase1086,58
TestCase1479,1
TestCase736,45
TestCase2647,3
TestCase951,8
TestCase211,7
TestCase2841,4
TestCase3157,6
TestCase450,5
TestCase1579,9
TestCase1286,3
TestCase503,36
TestCase2268,9
TestCase3127,8
TestCase3076,8
TestCase3402,5
TestCase2726,6
TestCase700,4
TestCase96,7
TestCase108,24
TestCase3238,10
TestCase983,3
TestCase816,55
TestCase37,3
TestCase3654,7
TestCase3282,5
TestCase782,42
TestCase1482,9
TestCase1527,3
TestCase1829,5
TestCase3395,10
TestCase2954,3
TestCase3596,8
TestCase606,18
TestCase757,1
TestCase230,7
TestCase676,5
TestCase2261,9
TestCase552,1
TestCase319,31
TestCase2614,9
TestCase769,10
TestCase1791,10
TestCase73,6
TestCase787,4
TestCase1012,52
TestCase2333,4
TestCase2466,5
TestCase1975,8
TestCase3552,7
TestCase1973,9
TestCase1183,50
TestCase3734,5
TestCase1649,9
TestCase391,8
TestCase3229,2
TestCase3675,2
TestCase320,42
TestCase12,21
TestCase577,57
TestCase408,8
TestCase1128,10
TestCase1084,4
TestCase2365,9
TestCase107,10
TestCase970,8
TestCase298,41
TestCase1834,2
TestCase3539,3
TestCase2686,7
TestCase1215,9
TestCase927,2
TestCase1244,19
TestCase229,10
TestCase1281,8
TestCase3166,9
TestCase2419,10
TestCase2457,3
TestCase2597,8
TestCase702,28
TestCase1193,9
TestCase2191,6
TestCase1944,4
TestCase3376,10
TestCase3428,7
TestCase1660,10
TestCase3648,6
TestCase941,37
TestCase2018,2
TestCase507,9
TestCase2665,1
TestCase2345,9
TestCase1785,6
TestCase1240,54
TestCase542,6
TestCase1576,10
TestCase3337,8
TestCase258,4
TestCase591,7
TestCase2926,8
TestCase869,19
TestCase464,42
TestCase1032,4
TestCase2695,5
TestCase2021,3
TestCase1659,8
TestCase896,2
TestCase723,3
TestCase1700,8
TestCase519,3
TestCase145,43
TestCase2348,1
TestCase734,4
TestCase1346,6
TestCase1602,8
TestCase772,17
TestCase1003,8
TestCase2166,4
TestCase3031,9
TestCase2747,7
TestCase1089,48
TestCase236,44
TestCase155,3
TestCase3320,1
TestCase1163,52
TestCase1769,7
TestCase1951,3
TestCase311,2
TestCase1210,9
TestCase3609,5
TestCase352,40
TestCase2924,2
TestCase2708,10
TestCase58,56
TestCase526,34
TestCase2729,9
TestCase2515,6
TestCase581,3
TestCase2326,7
TestCase259,6
TestCase1563,10
TestCase1034,28
TestCase3461,5
TestCase3120,5
TestCase2192,4
TestCase2319,9
TestCase1168,4
TestCase3289,7
TestCase1871,10
TestCase202,51
TestCase3037,9
TestCase2899,3
TestCase3622,1
TestCase1026,8
TestCase3570,4
