Name,ExecutionTimeInSeconds
TestCase3554,36
TestCase1678,23
TestCase124,42
TestCase2273,49
TestCase1737,60
TestCase3021,30
TestCase2143,42
TestCase2697,46
TestCase2085,31
TestCase4101,22
TestCase429,46
TestCase1466,31
TestCase1004,45
TestCase1036,35
TestCase1460,54
TestCase3177,30
TestCase936,22
TestCase3036,27
TestCase3562,58
TestCase2707,45
TestCase253,19
TestCase1894,46
TestCase1181,60
TestCase1184,49
TestCase2024,59
TestCase1548,57
TestCase2657,19
TestCase33,31
TestCase4000,20
TestCase618,58
TestCase1045,52
TestCase1917,54
TestCase4258,46
TestCase4567,55
TestCase2238,52
TestCase2442,12
TestCase3360,60
TestCase1584,24
TestCase4776,24
TestCase321,19
TestCase2883,49
TestCase1715,28
TestCase1746,18
TestCase2483,27
TestCase1124,15
TestCase2962,32
TestCase2356,52
TestCase1196,42
TestCase2221,47
TestCase3825,45
TestCase4827,47
TestCase540,45
TestCase4410,39
TestCase1826,59
TestCase3335,12
TestCase1014,17
TestCase1368,29
TestCase2350,29
TestCase2748,48
TestCase133,14
TestCase1290,22
TestCase2124,17
TestCase1880,23
TestCase964,35
TestCase3417,59
TestCase1624,32
TestCase3919,31
TestCase2026,42
TestCase1789,27
TestCase1012,24
TestCase1654,20
TestCase1420,38
TestCase733,45
TestCase3489,55
TestCase3065,21
TestCase385,46
TestCase2277,11
TestCase3032,59
TestCase4770,51
TestCase3760,34
TestCase4292,14
TestCase2587,15
TestCase4984,43
TestCase3820,55
TestCase2821,39
TestCase1985,54
TestCase1520,21
TestCase3008,18
TestCase866,11
TestCase1359,27
TestCase1838,42
TestCase1965,17
TestCase1316,56
TestCase2492,59
TestCase3787,56
TestCase927,25
TestCase2007,60
TestCase3424,56
TestCase3642,16
TestCase3938,17
TestCase1736,45
TestCase1152,39
TestCase3894,36
TestCase4951,18
TestCase807,31
TestCase2548,46
TestCase2275,24
TestCase3656,34
TestCase677,17
TestCase1766,51
TestCase322,37
TestCase1829,48
TestCase670,59
TestCase515,35
TestCase2804,41
TestCase342,32
TestCase1390,37
TestCase145,29
TestCase1422,37
TestCase3298,53
TestCase3166,44
TestCase4717,59
TestCase353,25
TestCase2571,45
TestCase2901,15
TestCase4425,42
TestCase762,15
TestCase2144,49
TestCase724,31
TestCase166,52
TestCase485,50
TestCase211,57
TestCase3365,43
TestCase2341,51
TestCase4769,55
TestCase1465,48
TestCase1713,43
TestCase2180,27
TestCase2247,56
TestCase802,45
TestCase636,11
TestCase3548,58
TestCase2749,47
TestCase3167,28
TestCase345,29
TestCase836,57
TestCase94,35
TestCase2304,28
TestCase113,54
TestCase1302,37
TestCase543,47
TestCase3771,54
TestCase3970,32
TestCase4674,53
TestCase3006,46
TestCase1695,37
TestCase2370,38
TestCase3475,53
TestCase4472,23
TestCase4235,28
TestCase2389,60
TestCase1511,16
TestCase1068,39
TestCase2985,30
TestCase4459,11
TestCase1922,34
TestCase555,23
TestCase1307,31
TestCase1519,38
TestCase381,36
TestCase2148,12
TestCase60,46
TestCase242,49
TestCase1516,41
TestCase4750,40
TestCase2796,54
TestCase3652,14
TestCase1423,31
TestCase4075,42
TestCase642,50
TestCase1698,47
TestCase4548,49
TestCase2608,13
TestCase3740,23
TestCase1871,40
TestCase2028,31
TestCase2931,44
TestCase4808,31
TestCase3609,53
TestCase3857,46
TestCase2764,23
TestCase114,14
TestCase3651,54
TestCase4795,56
TestCase2016,45
TestCase245,12
TestCase4628,33
TestCase2534,23
TestCase1638,60
TestCase3867,60
TestCase663,17
TestCase3762,22
TestCase3038,12
TestCase4272,26
TestCase216,21
TestCase3270,20
TestCase1552,15
TestCase3272,28
TestCase2771,11
TestCase4531,59
TestCase2706,36
TestCase2203,14
TestCase4897,32
TestCase3627,29
