Name,ExecutionTimeInSeconds
TestCase1815,10
TestCase568,6
TestCase2992,9
TestCase1331,9
TestCase942,60
TestCase1163,5
TestCase1968,8
TestCase708,7
TestCase76,1
TestCase673,17
TestCase3238,2
TestCase2511,4
TestCase2756,3
TestCase1682,7
TestCase2176,4
TestCase413,4
TestCase2243,7
TestCase2463,10
TestCase2832,10
TestCase145,58
TestCase2933,5
TestCase1995,7
TestCase2170,4
TestCase268,59
TestCase1119,13
TestCase322,47
TestCase337,3
TestCase325,47
TestCase1010,1
TestCase2361,5
TestCase2444,9
TestCase1242,35
TestCase3041,7
TestCase1573,4
TestCase917,6
TestCase118,4
TestCase934,6
TestCase2758,10
TestCase3647,7
TestCase3520,4
TestCase1247,39
TestCase1461,4
TestCase3725,4
TestCase1212,34
TestCase43,42
TestCase1738,8
TestCase358,5
TestCase1171,7
TestCase1871,4
TestCase116,53
TestCase3236,10
TestCase2091,8
TestCase79,27
TestCase3444,1
TestCase113,8
TestCase1222,7
TestCase718,47
TestCase3494,4
TestCase1767,4
TestCase3267,9
TestCase162,6
TestCase1653,5
TestCase706,36
TestCase108,58
TestCase1749,2
TestCase3239,4
TestCase3306,1
TestCase691,3
TestCase441,28
TestCase311,3
TestCase2208,1
TestCase511,6
TestCase474,3
TestCase1007,11
TestCase85,47
TestCase873,25
TestCase2432,4
TestCase1255,8
TestCase1243,41
TestCase2618,6
TestCase760,9
TestCase1166,6
TestCase2407,7
TestCase367,23
TestCase3387,8
TestCase1946,7
TestCase107,4
TestCase3100,4
TestCase40,1
TestCase546,42
TestCase256,30
TestCase128,9
TestCase3011,7
TestCase906,46
TestCase301,44
TestCase2116,2
TestCase3543,3
TestCase151,43
TestCase948,8
TestCase2468,7
TestCase2870,5
TestCase3546,4
TestCase1013,13
TestCase2990,4
TestCase215,45
TestCase3103,9
TestCase442,20
TestCase763,4
TestCase2099,10
TestCase2769,4
TestCase2976,2
TestCase1341,4
TestCase1862,5
TestCase2347,2
TestCase386,2
TestCase547,48
TestCase1376,5
TestCase1417,1
TestCase966,2
TestCase1072,9
TestCase3648,1
TestCase2364,2
TestCase2141,4
TestCase1181,17
TestCase1024,10
TestCase2298,9
TestCase2161,2
TestCase3488,6
TestCase1094,4
TestCase472,9
TestCase85,8
TestCase358,34
TestCase312,2
TestCase831,47
TestCase2149,9
TestCase2696,4
TestCase1230,47
TestCase2705,2
TestCase2905,2
TestCase3270,2
TestCase454,6
TestCase624,9
TestCase3746,7
TestCase868,7
TestCase2386,3
TestCase1539,10
TestCase2656,2
TestCase829,39
TestCase1406,4
TestCase178,45
TestCase1195,53
TestCase148,4
TestCase2804,1
TestCase3400,4
TestCase2799,6
TestCase128,40
TestCase16,4
TestCase1750,10
TestCase3025,7
TestCase954,1
TestCase163,7
TestCase22,5
TestCase360,4
TestCase2978,6
TestCase1416,1
TestCase3286,8
TestCase1807,1
TestCase3423,6
TestCase2042,4
TestCase1264,2
TestCase221,44
TestCase2672,10
TestCase2912,6
TestCase453,8
TestCase167,18
TestCase3184,6
TestCase3237,5
TestCase1454,1
TestCase623,30
TestCase136,3
TestCase354,1
TestCase1704,6
TestCase1165,2
TestCase503,2
TestCase290,1
TestCase1263,3
TestCase2601,1
TestCase476,7
TestCase77,7
TestCase3627,1
TestCase527,54
TestCase3003,1
TestCase3300,7
TestCase1797,3
TestCase3248,8
TestCase1911,6
TestCase19,1
TestCase1832,3
TestCase1111,25
TestCase1038,2
TestCase2130,9
TestCase42,8
TestCase1193,4
TestCase1484,5
TestCase1110,6
TestCase1774,5
TestCase305,36
TestCase976,9
TestCase3078,10
TestCase1824,5
TestCase1133,8
TestCase1068,51
TestCase2117,6
TestCase189,19
TestCase411,15
TestCase962,52
TestCase1988,1
TestCase903,54
TestCase2109,2
TestCase2095,2
TestCase3521,1
TestCase787,41
TestCase482,26
TestCase3338,1
TestCase2344,2
TestCase452,16
TestCase2437,1
TestCase2029,5
TestCase502,20
TestCase698,27
TestCase1917,5
TestCase125,5
TestCase2842,10
TestCase2810,3
TestCase2695,1
TestCase3037,1
TestCase1940,1
TestCase247,45
TestCase2735,5
TestCase259,4
TestCase309,6
TestCase2395,1
TestCase2624,10
TestCase2830,3
TestCase2155,1
TestCase2487,9
TestCase931,25
TestCase2556,8
TestCase2137,6
TestCase257,18
TestCase2883,6
TestCase425,43
TestCase2434,10
TestCase1287,9
TestCase3190,8
TestCase401,4
TestCase737,3
TestCase145,1
TestCase212,2
TestCase466,47
TestCase3281,6
TestCase1626,6
TestCase2254,5
TestCase1468,7
TestCase77,49
TestCase176,26
TestCase1635,7
TestCase287,39
TestCase823,12
