Name,ExecutionTimeInSeconds
TestCase2572,7
TestCase2974,3
TestCase966,4
TestCase3680,7
TestCase678,4
TestCase1961,9
TestCase1148,6
TestCase671,6
TestCase4964,3
TestCase3611,9
TestCase4808,7
TestCase1073,4
TestCase4303,3
TestCase4727,8
TestCase1821,3
TestCase221,10
TestCase2748,3
TestCase4526,3
TestCase2879,4
TestCase1574,2
TestCase2950,9
TestCase147,6
TestCase4957,5
TestCase912,2
TestCase1371,9
TestCase2875,5
TestCase2906,4
TestCase1947,3
TestCase4766,10
TestCase163,9
TestCase426,6
TestCase2274,8
TestCase1856,5
TestCase1761,6
TestCase3389,10
TestCase3835,9
TestCase4776,2
TestCase4601,7
TestCase2106,3
TestCase256,1
TestCase567,1
TestCase3004,5
TestCase2145,5
TestCase2235,9
TestCase4950,4
TestCase2660,9
TestCase3358,9
TestCase1243,6
TestCase131,2
TestCase2689,10
TestCase472,10
TestCase995,1
TestCase3937,7
TestCase2401,8
TestCase1835,2
TestCase3035,9
TestCase2001,4
TestCase807,7
TestCase3164,8
TestCase3653,2
TestCase2303,5
TestCase257,2
TestCase350,4
TestCase3698,6
TestCase758,10
TestCase2170,5
TestCase2201,1
TestCase850,2
TestCase930,4
TestCase4944,3
TestCase1787,1
TestCase3207,6
TestCase1756,5
TestCase633,2
TestCase4813,4
TestCase4671,8
TestCase592,6
TestCase581,10
TestCase4492,7
TestCase1694,8
TestCase859,6
TestCase2693,7
TestCase2923,8
TestCase3656,4
TestCase1342,5
TestCase2927,9
TestCase4842,6
TestCase2777,5
TestCase3577,5
TestCase1354,6
TestCase1044,9
TestCase987,2
TestCase773,3
TestCase4722,9
TestCase2193,6
TestCase204,6
TestCase1678,8
TestCase2234,5
TestCase2292,5
TestCase2247,5
TestCase3404,7
TestCase1896,7
TestCase4384,7
TestCase3045,1
TestCase2039,3
TestCase3710,9
TestCase219,1
TestCase4236,9
TestCase59,1
TestCase3489,6
TestCase851,9
TestCase3332,9
TestCase317,3
TestCase4791,2
TestCase2616,10
TestCase1569,7
TestCase1722,8
TestCase4514,7
TestCase2738,3
TestCase1875,10
TestCase4710,4
TestCase416,1
TestCase2900,8
TestCase2664,4
TestCase3104,3
TestCase890,9
TestCase1962,10
TestCase4736,7
TestCase1974,6
TestCase2750,1
TestCase2154,1
TestCase1444,9
TestCase37,9
TestCase309,8
TestCase2317,6
TestCase4728,10
TestCase2634,9
TestCase3095,1
TestCase994,10
TestCase4454,10
TestCase3857,6
TestCase3343,10
TestCase415,3
TestCase2277,1
TestCase4543,2
TestCase1894,6
TestCase3464,5
TestCase4634,1
TestCase194,8
TestCase3662,5
TestCase948,9
TestCase957,8
TestCase3976,7
TestCase2862,7
TestCase2,2
TestCase4588,1
TestCase80,4
TestCase1280,7
TestCase2139,6
TestCase3258,5
TestCase2425,10
TestCase2859,6
TestCase658,6
TestCase4965,1
TestCase3355,7
TestCase2683,2
TestCase1113,6
TestCase3092,10
TestCase90,3
TestCase2608,6
TestCase4945,1
TestCase2514,4
TestCase689,8
TestCase4898,7
TestCase1682,1
TestCase822,4
TestCase2485,8
TestCase4682,4
TestCase4633,4
TestCase344,5
TestCase1696,8
TestCase2198,1
TestCase1766,7
TestCase4819,1
TestCase3280,5
TestCase1154,8
TestCase261,6
TestCase1623,4
TestCase1691,9
TestCase4869,1
TestCase1686,1
TestCase3697,2
TestCase1264,3
TestCase760,8
TestCase3682,5
TestCase3061,3
TestCase4158,5
TestCase4969,8
TestCase779,8
TestCase2202,5
TestCase271,7
TestCase4609,2
TestCase1193,9
TestCase2672,2
TestCase4261,6
TestCase0,4
TestCase1763,2
TestCase1502,4
TestCase2922,10
TestCase67,8
TestCase213,8
TestCase2318,1
TestCase3440,1
TestCase1729,3
TestCase3679,7
TestCase4004,6
TestCase2953,3
TestCase1720,8
TestCase4020,7
TestCase3720,2
TestCase153,8
TestCase2764,6
TestCase557,10
TestCase1776,5
TestCase4084,10
TestCase3610,4
TestCase4277,4
TestCase2493,10
TestCase3885,9
TestCase214,6
TestCase35,1
TestCase3181,4
TestCase2299,6
TestCase2188,8
TestCase1525,1
TestCase4420,9
TestCase1375,4
TestCase1213,7
TestCase2230,3
TestCase1010,3
TestCase1418,6
TestCase267,10
TestCase4416,7
TestCase1118,1
TestCase3498,7
TestCase910,4
TestCase3379,6
TestCase2891,4
TestCase824,6
TestCase2246,10
TestCase2611,1
TestCase4568,7
TestCase4578,5
TestCase4380,6
TestCase4585,10
TestCase430,2
TestCase3543,5
TestCase2355,7
TestCase3556,2
TestCase2678,7
TestCase4145,6
TestCase24,1
TestCase4996,9
TestCase2472,2
TestCase3111,2
TestCase3106,10
TestCase2424,3
TestCase1945,7
TestCase4161,2
TestCase932,9
TestCase2029,4
TestCase873,10
TestCase4450,9
TestCase3569,1
TestCase1955,2
TestCase1121,6
TestCase2966,6
TestCase2095,6
TestCase1741,8
TestCase2637,3
TestCase3082,1
TestCase4567,2
TestCase2473,4
TestCase368,1
TestCase4232,5
TestCase2157,5
TestCase3397,7
TestCase508,9
TestCase4942,7
TestCase3444,1
TestCase494,8
TestCase3555,4
TestCase1272,10
TestCase2985,10
TestCase4998,3
TestCase636,6
TestCase2249,8
TestCase605,1
TestCase3324,9
TestCase2082,6
TestCase4726,3
TestCase1897,10
TestCase1932,9
TestCase1427,10
TestCase3436,6
TestCase4905,7
TestCase611,5
TestCase217,5
TestCase1785,2
TestCase858,5
TestCase4718,8
TestCase3193,6
TestCase3377,8
TestCase1215,5
TestCase2841,5
TestCase3019,5
TestCase2327,9
TestCase768,10
TestCase4597,7
TestCase364,9
TestCase499,9
TestCase2104,4
TestCase1549,9
TestCase2155,7
TestCase3925,9
TestCase3292,3
TestCase4230,3
TestCase4668,10
TestCase4686,1
TestCase4007,1
TestCase907,6
TestCase1216,7
TestCase2838,2
TestCase4241,1
TestCase4540,1
TestCase1959,8
TestCase3391,2
TestCase4246,3
TestCase2326,7
TestCase4888,3
TestCase3541,1
TestCase2850,8
TestCase1164,1
TestCase4072,5
